severity,file,term,first_use_char_offset,occurrences,gloss_anywhere_on_page,first_use_in_table_or_callout,first_use_in_faq,term_load_bearing_for_page,first_use_context
LOW,79480_when-should-a-director-stop-trading.html,misfeasance,13154,1,no,no,no,no,"ion orders, or disqualification. We have drawn on the Insolvency Act 1986 (sections 212 misfeasance, 213 fraudulent trading, 214 wrongful trading, 239 preferences), the Companies Act 2006 (section 172"
LOW,79489_seek-insolvency-advice-before-missing-payments.html,Time to Pay,4462,3,no,no,no,no,formal creditor negotiation ; restructuring payment terms directly with creditors HMRC Time to Pay ; spreading tax debts over an agreed repayment period Company Voluntary Arrangement ; a formal bindin
LOW,79498_pay-hmrc-or-suppliers-first.html,CVA,12466,1,no,no,no,no,"ons reflect underlying distress, we can act as the licensed Insolvency Practitioner for a CVA, Administration, or CVL under separate engagement. The 0800 number is a free confidential consultation."
LOW,79498_pay-hmrc-or-suppliers-first.html,CVL,12490,1,no,no,no,no,"istress, we can act as the licensed Insolvency Practitioner for a CVA, Administration, or CVL under separate engagement. The 0800 number is a free confidential consultation."
LOW,79498_pay-hmrc-or-suppliers-first.html,IP (insolvency practitioner),7457,2,yes,no,no,no,"The practical steps that defend against later preference findings: Licensed IP advice before making material choices. Once insolvency is in view, documented contemporaneous advice is the"
LOW,79498_pay-hmrc-or-suppliers-first.html,Schedule 6,9873,1,no,no,no,no,"as preferential creditors in liquidation for unpaid wages up to £800 per employee under Schedule 6 of the Insolvency Act 1986, alongside HMRC's secondary preferential claims. Paying employees current "
LOW,79498_pay-hmrc-or-suppliers-first.html,Time to Pay,8183,1,yes,no,no,yes,"ble. Current VAT, PAYE, and NIC are what HMRC focuses on; arrears are negotiable through Time to Pay . Document every decision contemporaneously. Board minutes recording the reasoning, the alternative"
LOW,79498_pay-hmrc-or-suppliers-first.html,misfeasance,2802,1,no,no,no,no,"38 , related but distinct, catching payments for less than proper consideration. Misfeasance under section 212 , breach of director duty, including making unlawful distributions or preferential paymen"
LOW,79498_pay-hmrc-or-suppliers-first.html,preferential debt / creditor,5294,5,yes,no,no,no,"econdary preferential status matters for two reasons. First, in liquidation the secondary preferential debts are paid out of the asset pool after fixed-charge holders and employee preferential claims "
LOW,79498_pay-hmrc-or-suppliers-first.html,transaction at an undervalue,2671,1,no,no,no,no,"he payment improved the recipient's position at the expense of other creditors . Transaction at undervalue under section 238 , related but distinct, catching payments for less than proper consideratio"
LOW,79498_pay-hmrc-or-suppliers-first.html,wrongful trading,2934,1,yes,no,no,no,"director duty, including making unlawful distributions or preferential payments. Wrongful trading under section 214 , personal contribution for losses caused by continued trading past the point of una"
LOW,79507_what-happens-if-i-stop-paying-company-debts.html,Official Receiver,5228,1,no,no,no,no,"Gazette then bank accounts frozen within hours Court hearing then winding-up order, Official Receiver appointed, all director control ends HMRC Enforcement: What Happens When You Stop Paying Tax"
LOW,79507_what-happens-if-i-stop-paying-company-debts.html,Time to Pay,6265,8,yes,no,no,no,e faster than most trade creditors. The one advantage with HMRC is that they offer Time to Pay (TTP) arrangements. If you contact HMRC before enforcement begins and propose a realistic repayment sched
LOW,79507_what-happens-if-i-stop-paying-company-debts.html,advertised / advertisement (notice sense),5117,1,no,no,no,no,"Unsatisfied demand then county court claim or winding-up petition filed Petition advertised in London Gazette then bank accounts frozen within hours Court hearing then winding-up order, Official"
LOW,79507_what-happens-if-i-stop-paying-company-debts.html,misfeasance,12064,1,no,no,no,no,"g, sections 238 and 239 on transactions at undervalue and preferences, and section 212 on misfeasance), the Company Directors Disqualification Act 1986, and section 172 of the Companies Act 2006 on th"
LOW,79507_what-happens-if-i-stop-paying-company-debts.html,preference (unlawful),11220,2,yes,no,no,no,"ability to influence the outcome. Neither is ideal. Selective payment creates preference risk under section 239 of the Insolvency Act 1986, particularly if you pay connected parties or specific cred"
LOW,79507_what-happens-if-i-stop-paying-company-debts.html,the Gazette,5131,1,no,no,no,no,"demand then county court claim or winding-up petition filed Petition advertised in London Gazette then bank accounts frozen within hours Court hearing then winding-up order, Official Receiver appointe"
LOW,79507_what-happens-if-i-stop-paying-company-debts.html,transaction at an undervalue,12001,1,yes,no,no,no,"solvency and winding-up grounds, section 214 on wrongful trading, sections 238 and 239 on transactions at undervalue and preferences, and section 212 on misfeasance), the Company Directors Disqualific"
LOW,79507_what-happens-if-i-stop-paying-company-debts.html,winding-up order (vs petition),5210,2,yes,no,no,no,"ertised in London Gazette then bank accounts frozen within hours Court hearing then winding-up order, Official Receiver appointed, all director control ends HMRC Enforcement: What Happens When"
LOW,79515_can-directors-go-to-prison-for-company-debt.html,CVL,4890,1,no,no,no,no,"iminal offence. We have watched directors delete email accounts the night before the CVL started, believing this would prevent the liquidator from seeing embarrassing correspondence. The liquidator"
LOW,79515_can-directors-go-to-prison-for-company-debt.html,misfeasance,2339,3,yes,no,no,no,"fraud. Most directors who face personal consequences face civil claims (wrongful trading, misfeasance) and disqualification , not criminal prosecution. Criminal cases involve deliberate dishonesty, no"
LOW,79515_can-directors-go-to-prison-for-company-debt.html,transaction at an undervalue,11436,1,yes,no,no,no,"n 213 on fraudulent trading, section 214 on wrongful trading, and sections 238 and 239 on transactions at undervalue and preferences). Further references run to the Fraud Act 2006 (section 2 on fraud "
LOW,79529_what-happens-if-a-director-hides-company-assets.html,disposition,2937,1,no,no,no,no,require you to bury cash in the garden for it to count as concealment. The law covers any disposition of company property that is designed to prevent creditors from receiving what they are owed. In pr
LOW,79529_what-happens-if-a-director-hides-company-assets.html,misfeasance,12812,1,no,no,no,no,"nd misconduct in the course of winding up. We have also drawn on sections 212 to 214 on misfeasance, fraudulent trading, and wrongful trading; sections 235 to 236 on the duty to cooperate and court-or"
LOW,79529_what-happens-if-a-director-hides-company-assets.html,transaction at an undervalue,2610,6,yes,no,no,no,"puts them outside the liquidator's reach. Neither is true. The lookback period for transactions at undervalue is two years. For preferences to connected parties, it is also two years. And for fraud, t"
LOW,79529_what-happens-if-a-director-hides-company-assets.html,winding-up order (vs petition),7831,1,no,no,no,no,"ce to conceal, destroy, or fraudulently remove company property in the 12 months before a winding-up order or at any time after it. The maximum sentence is seven years' imprisonment. Section 208 cover"
LOW,79537_can-a-director-be-sued-personally-by-creditors.html,IP (insolvency practitioner),11750,2,yes,no,no,no,"""The board reviewed the cash-flow forecast, considered the options, took advice from [IP firm], and decided to [action]"" is the kind of record that protects you in any subsequent investigation."
LOW,79537_can-a-director-be-sued-personally-by-creditors.html,transaction at an undervalue,8163,2,yes,no,no,no,"pient (whether the director, a family member, or a connected company) must repay. Transactions at undervalue (Section 238). If a director caused the company to dispose of an asset for less than its va"
LOW,79553_can-directors-pay-themselves-before-liquidation.html,CVL,8553,2,yes,no,no,yes,"verdrawn director loans. We have seen directors blindsided by this on day one of a CVL, discovering that they owe the company tens of thousands of pounds they thought were ""just paperwork."" A debi"
LOW,79553_can-directors-pay-themselves-before-liquidation.html,IP (insolvency practitioner),13901,3,yes,no,no,no,"e at checkpoint two is always the same: get a second opinion, in writing, from a licensed IP before you take anything. It costs you nothing, and it may save you tens of thousands in clawback later."
LOW,79563_what-happens-if-hmrc-freezes-your-business-bank-account.html,CVL,14447,1,no,no,no,no,"y, we can act as the licensed Insolvency Practitioner for a recommended administration or CVL under separate engagement. AFO situations require specialist solicitor involvement alongside our IP advice"
LOW,79563_what-happens-if-hmrc-freezes-your-business-bank-account.html,presented (vs served),7948,1,no,no,no,no,"f the Insolvency Act 1986 provides that any disposition of a company's property after the presentation of a winding-up petition is void, unless the court orders otherwise. Banks protect themselves by "
LOW,79563_what-happens-if-hmrc-freezes-your-business-bank-account.html,served / service,6959,1,no,no,no,no,"amount plus costs. Process : interim order made without notice to the debtor, served on the bank, freezing the funds at that moment. A final order hearing follows, typically within 4–8 weeks."
LOW,79563_what-happens-if-hmrc-freezes-your-business-bank-account.html,wrongful trading,10450,1,no,no,no,no,Personal Liability Notices for unpaid NIC where fraud or neglect is established. Wrongful trading under section 214 where trading continued past the point of unavoidable insolvency. Criminal liabili
